iv
0	1
0	1
331.3521	8.239746094
329.521	9.155273438
327.3848	10.375976562
325.5537	9.765625
323.4175	10.070800781
321.5864	11.901855469
319.4502	9.765625
317.6191	7.32421875
315.7881	5.493164062
313.6519	5.187988281
311.8208	6.103515625
309.9897	6.408691406
307.8535	6.713867188
306.0225	5.798339844
303.8862	5.493164062
302.0552	6.408691406
300.2241	6.103515625
298.0879	6.103515625
296.2568	5.493164062
294.1206	6.103515625
292.2896	5.798339844
290.4585	5.493164062
288.3223	4.8828125
286.4912	3.967285156
284.355	4.577636719
282.5239	4.272460938
280.6929	4.8828125
278.5566	4.577636719
276.7256	4.272460938
274.5894	4.8828125
272.7583	4.577636719
270.9272	4.577636719
268.791	4.272460938
266.96	4.577636719
264.8237	4.577636719
262.9927	4.577636719
261.1616	4.8828125
259.0254	5.187988281
257.1943	4.577636719
255.0581	4.577636719
253.2271	4.577636719
251.0908	4.577636719
249.2598	4.272460938
247.4287	3.967285156
245.2925	4.577636719
243.4614	5.798339844
241.6304	7.629394531
239.4941	7.32421875
237.6631	6.103515625
235.5269	5.798339844
233.6958	4.272460938
231.8647	3.356933594
229.7285	3.662109375
227.8975	3.356933594
225.7612	4.8828125
223.9302	5.493164062
222.0991	6.103515625
219.9629	6.408691406
218.1318	5.798339844
215.9956	6.408691406
214.1646	5.493164062
212.3335	4.577636719
210.1973	4.272460938
208.3662	3.051757812
206.23	4.272460938
204.3989	4.272460938
202.5679	4.577636719
200.4316	10.375976562
198.6006	4.577636719
196.4644	5.798339844
194.6333	5.493164062
192.8022	5.798339844
190.666	5.187988281
188.835	3.662109375
186.6987	3.662109375
184.8677	3.051757812
182.7314	3.356933594
180.9004	4.577636719
179.0693	4.272460938
176.9331	4.8828125
175.1021	4.8828125
173.271	4.577636719
171.1348	4.577636719
169.3037	3.662109375
167.1675	3.662109375
165.3364	3.051757812
163.5054	3.051757812
161.3691	3.356933594
159.5381	3.356933594
157.4019	3.356933594
155.5708	3.662109375
153.7397	3.356933594
151.6035	3.356933594
149.7725	3.662109375
147.6362	2.746582031
145.8052	3.051757812
143.9741	3.051757812
141.8379	3.662109375
140.0068	3.967285156
137.8706	4.577636719
136.0396	4.272460938
134.2085	3.356933594
132.0723	2.746582031
130.2412	2.44140625
128.105	2.746582031
126.2739	2.44140625
124.4429	1.831054688
122.3066	2.746582031
120.4756	2.136230469
118.3394	2.746582031
116.5083	2.44140625
114.6772	2.44140625
112.541	1.831054688
110.71	2.136230469
108.5737	1.831054688
106.7427	1.831054688
104.9116	1.525878906
102.7754	2.136230469
100.9443	2.44140625
98.8081	2.136230469
96.9771	2.136230469
95.146	1.525878906
93.0098	1.831054688
91.1787	2.136230469
89.0425	2.136230469
87.2114	2.136230469
85.3804	2.136230469
83.2441	2.136230469
81.4131	1.525878906
79.2769	1.831054688
77.4458	1.525878906
75.6147	1.220703125
73.4785	1.525878906
71.6475	1.220703125
69.5112	1.220703125
67.6802	0.915527344
65.8491	0.915527344
63.7129	0.915527344
61.8818	0.915527344
59.7456	1.525878906
57.9146	1.525878906
56.0835	2.136230469
53.9473	2.136230469
52.1162	1.525878906
49.98	1.525878906
48.1489	1.220703125
46.3179	0.915527344
44.1816	1.220703125
42.3506	0.610351562
40.2144	0.610351562
38.3833	0.305175781
36.5522	0.305175781
34.416	0.610351562
32.585	0.610351562
30.4487	0.915527344
28.6177	0.915527344
26.7866	0.915527344
24.6504	0.915527344
22.8193	1.220703125
20.6831	0.610351562
18.8521	0.305175781
17.021	-0.305175781
14.8848	0
13.0537	0
10.9175	0.610351562
9.0864	0.610351562
7.2554	0.915527344
5.1191	0.915527344
3.2881	0.915527344
1.1519	0
-0.6792	-0.305175781
-2.5103	-0.610351562
-4.6465	-0.305175781
-6.4775	-0.305175781
-8.6138	0
-10.4448	0
-12.2759	0.305175781
-14.4121	0
-16.2432	0
-18.3794	0.305175781
-20.2104	-0.305175781
-22.0415	0
-24.1777	-0.305175781
-26.0088	-0.610351562
-28.145	-0.610351562
-29.9761	-0.915527344
-31.8071	-0.915527344
-33.9434	-0.610351562
-35.7744	-0.610351562
-37.9106	-0.305175781
-39.7417	-0.305175781
-41.5728	-0.305175781
-43.709	-0.305175781
-45.54	-0.305175781
-47.6763	-0.610351562
-49.5073	-0.915527344
-51.3384	-0.915527344
-53.4746	-0.610351562
-55.3057	-0.915527344
-57.4419	-0.915527344
-59.2729	-0.610351562
-61.104	-0.915527344
-63.2402	-0.915527344
-65.0713	-1.220703125
-67.2075	-1.220703125
-69.0386	-1.220703125
-70.8696	-1.525878906
-73.0059	-1.220703125
-74.8369	-1.220703125
-76.9731	-0.915527344
-78.8042	-1.220703125
-80.6353	-1.220703125
-82.7715	-1.220703125
-84.6025	-1.220703125
-86.7388	-1.525878906
-88.5698	-1.220703125
-90.4009	-1.831054688
-92.5371	-1.831054688
-94.3682	-1.525878906
-96.5044	-1.831054688
-98.3354	-1.525878906
-100.1665	-1.831054688
-102.3027	-2.136230469
-104.1338	-2.136230469
-106.27	-1.831054688
-108.1011	-1.831054688
-109.9321	-2.136230469
-112.0684	-1.831054688
-113.8994	-2.136230469
-116.0356	-1.831054688
-117.8667	-2.136230469
-119.6978	-2.136230469
-121.834	-2.44140625
-123.665	-2.136230469
-125.8013	-2.44140625
-127.6323	-2.136230469
-129.4634	-2.746582031
-131.5996	-2.44140625
-133.4307	-2.44140625
-135.5669	-2.44140625
-137.3979	-2.746582031
-139.229	-2.746582031
-141.3652	-2.746582031
-143.1963	-2.746582031
-145.3325	-2.746582031
-147.1636	-3.051757812
-148.9946	-3.051757812
-151.1309	-2.746582031
-152.9619	-2.746582031
-155.0981	-2.746582031
-156.9292	-2.746582031
-158.7603	-3.051757812
-160.8965	-3.051757812
-162.7275	-3.356933594
-164.8638	-2.746582031
-166.6948	-3.051757812
-168.5259	-3.967285156
-170.6621	-3.967285156
-172.4932	-3.967285156
-174.6294	-3.967285156
-176.4604	-3.662109375
-178.2915	-3.967285156
-180.4277	-3.662109375
-182.2588	-3.662109375
-184.395	-3.662109375
-186.2261	-3.662109375
-188.0571	-3.662109375
-190.1934	-4.577636719
-192.0244	-4.8828125
-194.1606	-4.272460938
-195.9917	-4.272460938
-197.8228	-3.967285156
-199.959	-3.967285156
-201.79	-4.272460938
-203.9263	-4.272460938
-205.7573	-4.272460938
-207.5884	-4.8828125
-209.7246	-4.577636719
-211.5557	-5.187988281
-213.6919	-5.187988281
-215.5229	-4.8828125
-217.354	-5.187988281
-219.4902	-4.577636719
-221.3213	-4.8828125
-223.4575	-4.8828125
-225.2886	-5.187988281
-227.1196	-5.798339844
-229.2559	-5.493164062
-231.0869	-5.798339844
-233.2231	-5.798339844
-235.0542	-5.798339844
-236.8853	-6.103515625
-239.0215	-5.493164062
-240.8525	-6.103515625
-242.9888	-5.493164062
-244.8198	-6.103515625
-246.6509	-6.713867188
-248.7871	-6.408691406
-250.6182	-6.713867188
-252.7544	-7.019042969
-254.5854	-7.019042969
-256.4165	-7.629394531
-258.5527	-7.629394531
-260.3838	-7.019042969
-262.52	-6.408691406
-264.3511	-6.103515625
-266.1821	-6.408691406
